,name,num
163295,galactic war,3.0
178710,stormtrooper,2.0
178712,totalitarianism,6.0
894,depression,84.0
10721,pregnant,36.0
33513,desire,30.0
174566,chalkboard,2.0
174570, nightgown,1.0
174571,louisa may alcott,1.0
174584,birth of twins,1.0
3551,private school,17.0
6271,boarding school,45.0
6731,british,59.0
10873,school,145.0
12663,little girl,32.0
14636,india,74.0
14864,rich poor,5.0
15300,father daughter relationship,110.0
41172,schoolgirl,17.0
155402,presumed dead,6.0
155619,attic,15.0
170344,imagination,17.0
186797,african american servant,2.0
196727,fantasy life,4.0
170154,social services,6.0
715,chocolate,10.0
1156,sister sister relationship,108.0
2940,mexican revolution,14.0
41607,recipe,3.0
156597,magic realism,8.0
209987,new mexican cinema,8.0
213202,new latin american cinema,1.0
680,montana,16.0
2504,world war i,70.0
5973,journey round the world,5.0
2112,headquarter,4.0
4409,military base,8.0
5947,military service,12.0
6417,base,5.0
11138,military spoof,5.0
162257,instructor,4.0
8045,russian mafia,12.0
232235,brothers,9.0
10211,east los angeles,6.0
12987,poverty,56.0
33426,gang member,8.0
41334,hispanic,9.0
164253,mexican american,10.0
180085,girl gang,5.0
206318,cholo,4.0
230668,chola,1.0
2799,cruise,19.0
189008,empire state building,3.0
208280,accident victim,1.0
641,single parent,36.0
1751,social work,3.0
1803,drug addiction,47.0
2434,liberation,15.0
2438,social worker,15.0
2488,self-abandonment,5.0
4056,custody battle,7.0
7638,surrogate mother,8.0
7856,racist,17.0
2011,queen,59.0
4152,kingdom,38.0
8250,victorian england,28.0
18130,psychopathy,13.0
4005,human experimentation,42.0
6737,frankenstein,48.0
65,holiday,213.0
171770,rollerblades,2.0
172789,cross dresser,5.0
192598,suicide hotline,1.0
2005,tree house,5.0
4750,red-light disctrict,5.0
6517,young people,10.0
166462,mob boss,10.0
1991,santa claus,59.0
2081,department store,28.0
4896,wish,31.0
2356,immigrant,60.0
208397,death of wife,7.0
1563,prisoner,62.0
3859,alcatraz,10.0
207240,murder trial,9.0
211082,mistreatment,5.0
215596,public defender,2.0
223044,prisoner abuse,1.0
2294,illegal employment,2.0
4948,retirement,27.0
8029,drama,132.0
1578,loss of sister,11.0
1608,twin sister,12.0
1646,autism,40.0
1889,lake,39.0
2171,kaspar-hauser-syndrom,2.0
5650,feral child,12.0
5774,forest,125.0
5922,north carolina,11.0
586,new jersey,24.0
156316,troubled teen,11.0
201820,hiphop,4.0
208384,black youths,1.0
3298,hallucination,59.0
15127,killer,134.0
679,cyborg,66.0
625,sadistic,20.0
736,journalist,134.0
1583,mass murder,45.0
1584,yellow press,4.0
8201,satire,112.0
9701,controversy,15.0
9859,controversial,17.0
206545,young couple,4.0
207691,abuse,20.0
110,venice,31.0
131,italy,109.0
1820,trip,18.0
100,slum,20.0
941,tradition,25.0
1452,loss of child,20.0
2320,violent husband,18.0
2658,new zealand,41.0
2659,maori,5.0
2660,strong woman,20.0
2663,lack of prospects,1.0
2667,maori tradition,2.0
3739,funeral,93.0
6267,approved school ,5.0
9986,crush,40.0
10766,youth gang,12.0
15158,rebellious youth,12.0
33841,incest,84.0
14794,lust,44.0
190370,erotic movie,114.0
1402,general,34.0
3664,research,27.0
6092,army,107.0
8803,serum,9.0
17995,epidemic,20.0
158025,medical research,5.0
782,assassin,126.0
1465,loss of family,28.0
4613,training,48.0
9957,loneliness,65.0
10226,neighbor,116.0
10703,tragic love,23.0
233083,complex relationship,1.0
233084,complex characters,1.0
1900,immigration,33.0
207901,political prisoner,3.0
208396,cuban refugees,1.0
4395,burning house,2.0
10791,teenage crush,45.0
15233,arsonist,6.0
396,transporter,25.0
4076,massage,7.0
8627,stolen money,16.0
9730,crime boss,20.0
10104,dance contest,10.0
11242,junkyard,8.0
11423,kamikaze,3.0
11434,ambiguous ending,3.0
11435,briefcase,5.0
11436,redemption,39.0
11442,heirloom,1.0
11446,pulp fiction,2.0
11447,reference to al green,1.0
7533,black panther,2.0
6150,faith,72.0
11937,conservative,5.0
14765,church,88.0
158431,united kingdom,12.0
172391,catholic priest,18.0
179567,crisis of faith,8.0
2571,tv show,33.0
2887,manipulation,33.0
2954,manipulation of the media,8.0
3977,product placement,8.0
7271,tv ratings,9.0
8072,quiz show,4.0
9303,fragen,1.0
2692,arranged marriage,33.0
10428,cultural difference,12.0
14669,older man younger woman relationship,34.0
159362,black and white scene,5.0
230009,asian american,1.0
3686,marriage of convenience,10.0
8846,konfession,1.0
9920,royalty,43.0
10089,slaughter,26.0
9930,prairie,4.0
13132,pistol,35.0
1158,grandfather grandson relationship,21.0
1421,birthday,47.0
190012,deathbed,4.0
2863,mannequin,21.0
6878,sandwich,4.0
6879,poodle,2.0
1533,isolation,50.0
4918,shadowing,12.0
5259,english channel,4.0
5260,geneva,3.0
4424,pain,20.0
4549,loss of husband,24.0
5257,to compose,1.0
928,hairdresser,19.0
2039,sexual frustration,9.0
4480,business man,36.0
21747,poland,20.0
3301,suspicion,30.0
11260,serial murder,9.0
208728,special education,1.0
10407,swan,2.0
158063,seal,4.0
186830,selkie,2.0
159358,explosives expert,2.0
3801,space travel,68.0
3822,teleportation,17.0
8862,uprising,12.0
11402,androgyny,6.0
11606,space western,3.0
12405,outer space,59.0
41414,timebomb,6.0
159138,death of son,9.0
160381,nuclear weapons,10.0
163250,invented language,1.0
163331,hieroglyph,1.0
163338,egyptian mythology,9.0
163347,egyptology,4.0
1441,christmas party,20.0
5570,christmas tree,20.0
4779,delinquent,16.0
8622,parole board,3.0
9777,escape from prison,32.0
12662,wrongful imprisonment,7.0
1448,distrust,9.0
2968,grave,22.0
10123,dark comedy,164.0
155704,shallow grave,3.0
1453,amnesia,82.0
12999,black and white,53.0
156097,evil twin,6.0
222156,film theory,1.0
227646,identity swapping,1.0
3230,male friendship,59.0
9395,havanna,4.0
11479,social commentary,19.0
5656,sydney,9.0
11687,breaking the fourth wall,17.0
12342,gay son,9.0
2109,communist,34.0
6917,epic,45.0
2535,destroy,15.0
160129,artial arts,1.0
2849,key,22.0
2974,jesus christ,34.0
4238,chosen one,11.0
9649,god,34.0
10842,good vs evil,44.0
15001,demon,131.0
175360,crypt keeper,3.0
34079,death,243.0
162410,exploding planet,2.0
162415,mountain cabin,2.0
162429,solar system,4.0
529,ku klux klan,12.0
9706,anthology,62.0
9707,evil doll,11.0
11719,dirty cop,32.0
160322,funeral home,8.0
4862,alien life-form,46.0
9535,bewusstlosigkeit,1.0
161891,doppelganger,33.0
191826,chekhov,1.0
9807,noir,9.0
14828,city,46.0
2956,vietnam,51.0
10787,jungle,99.0
11243,black american,4.0
310,artificial intelligence,49.0
3249,hologram,13.0
4286,computer program,6.0
9819,visual effect,2.0
177258,police training,2.0
732,coma,36.0
5301,brother,59.0
5989,man of one's dreams,3.0
11612,hospital,203.0
6733,bullying,53.0
10194,interracial romance,6.0
33928,audition,18.0
164224,generation gap,5.0
1412,becoming an adult,42.0
1571,return,20.0
2065,province,14.0
2069,bathing,11.0
2070,olympic games,36.0
2386,empowerment,16.0
11663,camp,42.0
13088,summer,102.0
156801,club,11.0
208721,summer school,2.0
630,dolphin,15.0
6732,mascot,6.0
208152,pets,2.0
17975,transgender,25.0
193459,australian aborigine,8.0
164682,stuart sutcliffe,1.0
164698,boyfriend girlfriend,5.0
164700,river elbe,1.0
164704,hofner bass guitar,1.0
164705,body painting,1.0
164713,hamburg germany,10.0
164715,photo,4.0
164716,reeperbahn,1.0
2564,wheelchair,62.0
4115,longing,22.0
5859,paralysis,10.0
6373,sadomasochism,26.0
1808,lover (female),28.0
2276,talent,20.0
6220,mafia boss,21.0
10818,author,83.0
470,spy,176.0
1589,sniper,41.0
2148,colombia,21.0
2149,drug traffic,35.0
2532,bomber,15.0
3070,mercenary,60.0
3074,insurgence,11.0
3547,coast guard,6.0
5265,spying,18.0
7336,car bomb,9.0
10175,drug cartel,18.0
11106,infantry,17.0
155723,jack ryan,5.0
226620,political cover-up,1.0
4508,principal witness ,3.0
7255,search for witnesses,4.0
17997,housekeeper,21.0
3017,jazz musician,16.0
6979,straßenkids,2.0
10616,urban,14.0
11093,parenthood,12.0
11363,arson,21.0
18021,detroit,14.0
554,manager,18.0
2374,bad mother-in-law,9.0
2783,family's daily life,17.0
4428,stone age,16.0
4812,plan,21.0
12616,dinosaur,80.0
458,hippie,27.0
795,running,19.0
2957,vietnam war,58.0
157499,mother son relationship,63.0
162934,hugging,2.0
166980,shrimping,2.0
180204,wounded soldier,2.0
208143,park bench,2.0
215492,amputee,2.0
213,upper class,35.0
1873,yuppie,13.0
3568,lone wolf,18.0
3577,snob,7.0
3581,witness,23.0
3582,bride,34.0
3583,bridegroom,5.0
3584,bridesmaid,8.0
5347,clumsy fellow,8.0
236055,gay couple,2.0
171662,date rape,1.0
171665,athletic scholarship,2.0
171667,black militant,1.0
171670,resentment,6.0
171676,school shooting,6.0
2124,puerto rican,6.0
9890,jail,42.0
918,newspaper,53.0
5440,adversary,13.0
202401,experience,3.0
828,waitress,69.0
8015,cop,65.0
208262,lottery ticket,2.0
208263,winning lottery,3.0
958,indian lead,33.0
4809,tiger,22.0
8775,panther,7.0
10468,bear,42.0
2903,propaganda,32.0
2936,artists' life,5.0
11064,nazi germany,43.0
2143,loss of parents,15.0
5276,wild boar,4.0
11326,shaman,11.0
14767,scar,7.0
18136,hyena,1.0
18153,meerkat,1.0
4476,buddhist,8.0
4558,tibet,11.0
5722,buddha,5.0
5723,siddhartha,1.0
657,fire,85.0
3030,nightmare,109.0
3521,earthquake,32.0
9820,alternate dimension,14.0
10232,fame,27.0
47020,storytelling,10.0
156282,alternate reality,16.0
160612,self-referential,6.0
161184,reboot,11.0
166329,film industry,15.0
179878,sleepwalking,13.0
212435,meta film,5.0
225209,dreams,9.0
232999,cameos,2.0
2422,mockery,8.0
6348,green,4.0
9903,balloon,11.0
156257,jail cell,7.0
179101,norse mythology,11.0
1582,saloon,35.0
11073,steamboat,4.0
18083,attempted robbery,6.0
185589,cowboy and outlaw,2.0
947,prohibition,24.0
163110,theater,43.0
207876,1920s,22.0
208208,state prison,1.0
9574,tageszeitung,1.0
2200,generations confilct,8.0
2249,camcorder,16.0
2566,cohabitant,9.0
5865,cabriolet,2.0
179781,fictional tv show,4.0
198673,unemployed,11.0
1016,wyoming,13.0
10856,bag of money,10.0
175668,life raft,2.0
175670,private airplane,1.0
175676,toothbrush,2.0
175681,gluttony,4.0
175683,magnifying glass,3.0
175685,rubber boat,1.0
208316,worrying,2.0
1680,boston,34.0
7188,hostage-taking,19.0
8158,rafting,4.0
233153,white water rafting,1.0
992,bus,33.0
2776,bus ride,19.0
3306,highway,32.0
157251,bomb planting,7.0
208323,speech writer,1.0
10568,science fiction,43.0
175629,alternative reality,5.0
2284,horseback riding,27.0
3546,florida keys,7.0
4289,secret agent,66.0
161520,terrorist plot,9.0
167444,top secret,3.0
167451,woman with glasses,3.0
167461,truth serum,1.0
167466,mushroom cloud,2.0
167467,jackhammer,2.0
206958,special agent,2.0
217421,key west,2.0
40952,therapy,15.0
2499,heal,3.0
12564,werewolf,91.0
1559,deputy sheriff,8.0
4391,wretch,20.0
5074,wyatt earp,9.0
9550,doc holliday,6.0
4729,dublin,9.0
176793,middle age,16.0
208383,oscar wilde,1.0
963,loss of brother,24.0
10809,teenage girl,80.0
15069,masked man,8.0
15249,tragic event,7.0
15402,popularity,14.0
156064,homecoming,7.0
158584,tv news,10.0
2151,drug crime,7.0
222423,blast,8.0
627,killing,28.0
999,sports car,15.0
11034,b movie,137.0
18450,exploitation film,17.0
13073,fear,50.0
208282,gospel singer,1.0
10121,stop motion,52.0
407,dictator,20.0
5362,liberation of hostage,9.0
10076,street fighter,8.0
15053,united nations,17.0
2820,wound,21.0
5828,yoga,8.0
8636,blood splatter,51.0
9866,basement,26.0
208293,wood,5.0
6966,film history,23.0
217987,animation filmmaking,2.0
3300,cadillac,4.0
168350,bus station,2.0
208455,malcolm x,3.0
233,japan,181.0
1629,morocco,15.0
46958,good and bad,14.0
1415,small town,234.0
6255,insanity,70.0
10308,h.p. lovecraft,16.0
33505,gothic,41.0
41393,new england,31.0
155435,insurance investigator,5.0
166701,ghost town,10.0
188994,publisher,19.0
235266,horror novel,2.0
1019,rodeo,17.0
155291,cowboy,44.0
190078,bull riding,2.0
1155,brother sister relationship,113.0
1307,butler,25.0
2341,nanny,38.0
6317,guillotine,15.0
9716,stand-up comedy,310.0
4320,lover,52.0
9886,countess,13.0
1224,radio station,18.0
5540,heavy metal,31.0
18001,rock band,34.0
4171,staatsanwältin,3.0
8233,cops,20.0
41158,stakeout,12.0
155446,police stakeout,1.0
155573,wild west,24.0
155658,blonde woman,5.0
168405,fast draw,1.0
168406,tough  girl,1.0
168416,gun fu,1.0
168418,pistol duel,5.0
168422,small western town,5.0
107,barcelona spain,14.0
3588,navy,36.0
212739,struggle,7.0
5521,arkansas,12.0
12547,billionaire,17.0
14559,hillbilly,10.0
163047,beverly hills,8.0
3016,security camera,10.0
4230,carousel ,7.0
6110,weapon,49.0
10889,counterfeit,13.0
15124,framed,14.0
156768,roller coaster,7.0
167541,buddy comedy,15.0
164092,blindness,31.0
2407,fireworks,18.0
3537,orchestra,19.0
5879,anarchist,20.0
6029,concert,77.0
11018,irish,21.0
33406,roulette wheel,2.0
155530,capsized ship,5.0
157198,belfast,4.0
179966,headphones,1.0
206544,bomb attack,7.0
226463,human bomb,2.0
1313,mental disease,10.0
9838,nymphomaniac,10.0
10061,dysfunctional marriage,22.0
14909,alien invasion,67.0
15250,alien infection,9.0
161290,sleeping,6.0
200054,emotionless,4.0
10048,unrequited love,39.0
159278,obsessive love,7.0
206219,captivity,4.0
700,italo-american,10.0
924,italian,42.0
1797,loyalty,22.0
3149,gangster boss,28.0
5343,molotow cocktail,4.0
5606,gang leader,9.0
5609,nostalgia,15.0
5611,game of dice,3.0
5612,bus driver,8.0
15155,witness to murder,18.0
255,male nudity,226.0
387,california,96.0
966,beach,138.0
2135,radio,40.0
3202,con man,56.0
8098,calendar,3.0
10303,domestic abuse,10.0
10776,marijuana,96.0
162262,movie star,35.0
162842,stolen cars,10.0
168115,practical joke,3.0
196734,military enrollment,1.0
196742,small time thugs,2.0
196744,movie clips,1.0
196748,live life to the fullest,1.0
196751,fictionalized biography,4.0
3398,release from prison,18.0
6840,criminal past,5.0
10712,night club,19.0
155490,disco,25.0
1197,nevada,12.0
7184,gold bar,6.0
7508,friendship bracelet,6.0
2805,rocky mountains,9.0
4245,hijacking,15.0
4702,suitcase,10.0
8624,climbing,30.0
10794,snow,76.0
159212,mountain climbing,13.0
1603,extraterrestrial technology,23.0
6968,space invasion,13.0
2655,group therapy,12.0
11036,obsessive compulsive disorder,8.0
18118,disguise,32.0
155812,color blindness,1.0
177637,winging into a wall,1.0
177648,infra red,2.0
177652,photo album epilogue,1.0
177656,jumper cable,1.0
177658,rude waiter,1.0
193171,sitcom,4.0
33490,filmmaking,35.0
169635,psychological drama,25.0
4073,apoplectic stroke,5.0
1556,texas,100.0
10267,comedy,155.0
234367,great soundtrack,2.0
853,crime fighter,22.0
2421,social control,5.0
2598,museum,41.0
3385,cryogenics,8.0
3469,utopia,13.0
33808,warden,9.0
156786,prison escape,20.0
179428,censorship,7.0
226776,culture shock,1.0
226777,knitting,1.0
33602,cowgirl,4.0
163726,hitchhiking,10.0
198588,lbgt,1.0
3679,society,34.0
7439,woman between two men,13.0
33683,beijing,7.0
33720,guilt,46.0
159315,mental health,12.0
4048,musician,74.0
960,homeless person,29.0
9798,law school,4.0
41267,bum,6.0
171162,harvard law school,2.0
207844,college student,27.0
2781,roadhouse,10.0
3423,liquor,13.0
15295,confrontation,12.0
159607,grifter,8.0
197573,solitary,1.0
9433,concierge,2.0
6335,tennessee,8.0
162813,law firm,2.0
208043,bar exam,1.0
2235,drug mule,9.0
5707,childhood trauma,25.0
6691,drug scene,11.0
6712,death of a child,21.0
3262,surgeon,24.0
10663,train crash,8.0
11207,u.s. marshal,8.0
14903,home invasion,40.0
173976,one armed man,2.0
226499,manhunt,11.0
227824,bus accident,1.0
227825,storm drain,2.0
4616,apache,31.0
15126,historical,16.0
156234,cavalry,19.0
194581,geronimo,3.0
159588,suicide by hanging,2.0
159595,sexual torture,7.0
159600,exploding truck,2.0
159601,cuckold,5.0
159602,garbage dump,3.0
9833,lesbian relationship,64.0
2411,new orleans,33.0
4323,hunting human beings,11.0
15137,union,13.0
41599,sailor,37.0
207678,human prey,5.0
208176,immigrant experience,2.0
1400,swordplay,29.0
8421,saddam hussein,3.0
15087,iraq war,22.0
5595,sleepover,2.0
1209,wales,14.0
214527,cartographer,2.0
1291,central and south america,12.0
3009,farm worker,6.0
4932,farm,77.0
6285,coup d'etat,19.0
6451,santiago,3.0
11627,paranormal phenomena,12.0
208720,family estate,3.0
1436,inventor,39.0
6129,company,25.0
6133,industry,7.0
203525,board,1.0
203528,stocks,1.0
208186,unsuccessful,1.0
2470,education,32.0
4595,u.s. army,37.0
15134,election,16.0
33632,apartment,63.0
208633,secret service agent,6.0
13015,terrorism,72.0
156306,price of fame,3.0
164409,tina turner,1.0
164414,black woman,3.0
164431,cameo appearance by real life subject,1.0
164443,african american music,1.0
164866,black family,4.0
4487,boxing match,26.0
162914,one night,18.0
1719,paleontology,7.0
1720,tyrannosaurus rex,13.0
1764,triceratops,2.0
1765,brontosaurus,2.0
1767,electric fence,3.0
158340,theme park,8.0
178010,jurassic park,4.0
917,journalism,40.0
206977,hitchhike,12.0
1416,jazz,52.0
1759,night life,15.0
1953,vault,9.0
2375,junkie,24.0
2671,heroin,41.0
171026,marbles,1.0
171028,elevator operator,1.0
171036,bellboy,2.0
171039,lock child,1.0
171040,living alone,1.0
171043,st. louis,2.0
171051,against the odds,3.0
171052, epileptic seizure,1.0
171054,understanding,4.0
178869,lassie,8.0
9732,movie in movie,23.0
15252,magical object,10.0
15284,cartoon cat,7.0
48711,ticket,4.0
161849,projectionist,4.0
161868,child's point of view,8.0
952,lightning,17.0
184671,jack,1.0
1874,car dealer,9.0
2142,anonymity,7.0
159141,sperm donor,5.0
4617,insurance fraud,14.0
6431,boarder,4.0
3868,face transplant,3.0
155231,reference to william shakespeare,4.0
163335,man with glasses,4.0
168346,"manhattan, new york city",39.0
6147,delinquency,10.0
1336,ransom,38.0
4460,terror cell,5.0
5422,special unit,10.0
10185,covert operation,5.0
18420,surveillance,32.0
161998,night vision goggles,3.0
185692,intelligence agent,3.0
220935,nerve gas,3.0
4342,geisha,15.0
4481,deceived wife,12.0
5502,castration,16.0
5579,strangle,6.0
12420,unsimulated sex,66.0
197508,erotic 70s,14.0
4433,conversation,10.0
11677,secretary,45.0
208467,dinner date,2.0
1338,bachelor,26.0
166927,symphony,3.0
207592,piano,27.0
208167,psychiatrist patient relationship,1.0
220448,bipolar disorder,8.0
11510,unfaithfulness,25.0
174916,bowling alley,2.0
208125,alimony,1.0
2546,mask,61.0
167808,fake identity,8.0
228653,reference to the book of revelation,1.0
160243,classmate,7.0
9887,surrealism,148.0
208283,failing business,1.0
9774,prison guard,10.0
40847,near future,25.0
162380,ex soldier,15.0
235648,prisoners,2.0
5561,child prodigy,21.0
11336,young boy,21.0
7153,queen elizabeth i,7.0
177998,nobility,11.0
190071,gender bender,2.0
12414,escaped convict,18.0
170865,child kidnapping,20.0
177609,criminologist,1.0
9766,hiv,21.0
41589,dying,9.0
186782,discrimination,12.0
207968,judiciary,4.0
1942,strangeness,7.0
3590,piano lessons,3.0
3595,deceived husband,11.0
1014,loss of lover,44.0
1647,sadness,32.0
579,american football,65.0
14530,director,21.0
2797,mother-in-law,11.0
10958,man hunt,16.0
12997,dinner,18.0
33965,christmas eve,26.0
215334,marriage counseling,1.0
1655,country house,19.0
2382,flower,20.0
14905,britain,19.0
33360,employer,1.0
1004,commercial,14.0
5920,advertising expert,7.0
8066,kaserne,1.0
9479,stau,1.0
